model;dataset;fold;masking;MAE prefixes;MAE;MSE;RMSE;configuration
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;2;no-mask;5,970057964554659;7,290607977599432;0,4509658801308264;0,630406595152743;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;9,30213204785429;7,535580750063553;1,118031515922697;1,0165651071974817;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;7,586848370993995;7,606010351944101;0,9227290151765286;0,919262242804849;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;7,586848370993995;7,606010351944101;0,9227290151765286;0,919262242804849;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;10,212195638720557;7,200660662391751;1,0652274053314352;0,9920055523713068;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;16,34411151323226;7,244841198979469;2,921536395936496;1,508695908924412;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;7,471373025964611;7,172763461667329;0,874773205600696;0,8913245307446442;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;11,807072100729977;7,2457953728489395;1,488624243542261;1,1527357847794995;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;7,471947108743612;7,366653570753013;0,8492862463004464;0,8724787608032287;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;7,471947108743612;7,366653570753013;0,8492862463004464;0,8724787608032287;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;1;no-mask;6,303656089012053;7,080126834735552;0,5221887413598708;0,6841196774427718;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;1;no-mask;9,427808555442926;7,1179985725303565;1,0528992806728101;0,9863910133290418;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;1;no-mask;9,427808555442926;7,1179985725303565;1,0528992806728101;0,9863910133290418;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;2;no-mask;9,150092670803131;6,82806235510483;0,8572378499399119;0,8752208067466654;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;2;no-mask;7,717059857575696;6,800156897253276;0,7324586338632687;0,7963498764635241;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;2;no-mask;7,717059857575696;6,800156897253276;0,7324586338632687;0,7963498764635241;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;3;no-mask;8,843361564404624;7,255318189431765;1,0311281038227151;0,9819924844890178;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;3;no-mask;7,714865599144137;7,265891581475137;0,9032938459749478;0,8990384201931346;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;3;no-mask;7,714865599144137;7,265891581475137;0,9032938459749478;0,8990384201931346;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;4;no-mask;5,471420096172088;6,897718961049787;0,42232806752830654;0,5943062349710022;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;4;no-mask;5,648234396928926;6,931733838594167;0,4539407708372389;0,6055625556645572;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;4;no-mask;7,238418086984916;6,955898962237618;0,6166978196116827;0,76803028342769;TAT
